Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Exports,2016,Furniture and parts thereof (82),Great Britain,104520.0,False,82,Consumer Goods,GBR
Value of Exports,2016,Furniture and parts thereof (82),Northern Ireland,33521.0,False,82,Consumer Goods,GBR
Value of Exports,2016,Furniture and parts thereof (82),South Africa,1041.0,False,82,Consumer Goods,ZAF
Value of Exports,2016,Furniture and parts thereof (82),EU country not specified,,True,82,Consumer Goods,EUU
Value of Exports,2016,Furniture and parts thereof (82),Other countries,7734.0,False,82,Consumer Goods,OTH
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Austria,14.0,False,83,Consumer Goods,AUT
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Australia,50.0,False,83,Consumer Goods,AUS
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Belgium,69.0,False,83,Consumer Goods,BEL
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Bulgaria,1.0,False,83,Consumer Goods,BGR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Brazil,26.0,False,83,Consumer Goods,BRA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Canada,24.0,False,83,Consumer Goods,CAN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Switzerland,1797.0,False,83,Consumer Goods,CHE
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",China,402.0,False,83,Consumer Goods,CHN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Cyprus,6.0,False,83,Consumer Goods,CYP
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Czech Republic,85.0,False,83,Consumer Goods,CZE
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Germany,1020.0,False,83,Consumer Goods,DEU
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Denmark,26.0,False,83,Consumer Goods,DNK
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Estonia,1.0,False,83,Consumer Goods,EST
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Spain,1122.0,False,83,Consumer Goods,ESP
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Finland,10.0,False,83,Consumer Goods,FIN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",France,5651.0,False,83,Consumer Goods,FRA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Greece,3.0,False,83,Consumer Goods,GRC
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Croatia,1.0,False,83,Consumer Goods,HRV
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Hungary,4.0,False,83,Consumer Goods,HUN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",India,6.0,False,83,Consumer Goods,IND
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Italy,896.0,False,83,Consumer Goods,ITA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Japan,170.0,False,83,Consumer Goods,JPN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",South Korea,10.0,False,83,Consumer Goods,KOR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Lithuania,2.0,False,83,Consumer Goods,LTU
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Luxembourg,4.0,False,83,Consumer Goods,LUX
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Latvia,0.0,False,83,Consumer Goods,LVA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Malta,2.0,False,83,Consumer Goods,MLT
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Mexico,31.0,False,83,Consumer Goods,MEX
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Malaysia,28.0,False,83,Consumer Goods,MYS
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Netherlands,1220.0,False,83,Consumer Goods,NLD
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Norway,217.0,False,83,Consumer Goods,NOR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Poland,72.0,False,83,Consumer Goods,POL
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Portugal,96.0,False,83,Consumer Goods,PRT
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Romania,51.0,False,83,Consumer Goods,ROU
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Russia,27.0,False,83,Consumer Goods,RUS
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Saudi Arabia,177.0,False,83,Consumer Goods,SAU
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Sweden,43.0,False,83,Consumer Goods,SWE
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Singapore,25.0,False,83,Consumer Goods,SGP
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Slovenia,3.0,False,83,Consumer Goods,SVN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Slovakia,2.0,False,83,Consumer Goods,SVK
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Thailand,1.0,False,83,Consumer Goods,THA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Turkey,28.0,False,83,Consumer Goods,TUR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Taiwan,4.0,False,83,Consumer Goods,TWN
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",USA,875.0,False,83,Consumer Goods,USA
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Great Britain,10284.0,False,83,Consumer Goods,GBR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Northern Ireland,628.0,False,83,Consumer Goods,GBR
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",South Africa,15.0,False,83,Consumer Goods,ZAF
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",EU country not specified,,True,83,Consumer Goods,EUU
Value of Exports,2016,"Travel goods, handbags and similar containers (83)",Other countries,782.0,False,83,Consumer Goods,OTH
Value of Exports,2016,Articles of apparel and clothing accessories (84),Austria,342.0,False,84,Consumer Goods,AUT
Value of Exports,2016,Articles of apparel and clothing accessories (84),Australia,212.0,False,84,Consumer Goods,AUS
Value of Exports,2016,Articles of apparel and clothing accessories (84),Belgium,1414.0,False,84,Consumer Goods,BEL
Value of Exports,2016,Articles of apparel and clothing accessories (84),Bulgaria,46.0,False,84,Consumer Goods,BGR
Value of Exports,2016,Articles of apparel and clothing accessories (84),Brazil,2.0,False,84,Consumer Goods,BRA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Canada,1107.0,False,84,Consumer Goods,CAN
Value of Exports,2016,Articles of apparel and clothing accessories (84),Switzerland,436.0,False,84,Consumer Goods,CHE
Value of Exports,2016,Articles of apparel and clothing accessories (84),China,537.0,False,84,Consumer Goods,CHN
Value of Exports,2016,Articles of apparel and clothing accessories (84),Cyprus,77.0,False,84,Consumer Goods,CYP
Value of Exports,2016,Articles of apparel and clothing accessories (84),Czech Republic,399.0,False,84,Consumer Goods,CZE
Value of Exports,2016,Articles of apparel and clothing accessories (84),Germany,8062.0,False,84,Consumer Goods,DEU
Value of Exports,2016,Articles of apparel and clothing accessories (84),Denmark,646.0,False,84,Consumer Goods,DNK
Value of Exports,2016,Articles of apparel and clothing accessories (84),Estonia,157.0,False,84,Consumer Goods,EST
Value of Exports,2016,Articles of apparel and clothing accessories (84),Spain,41766.0,False,84,Consumer Goods,ESP
Value of Exports,2016,Articles of apparel and clothing accessories (84),Finland,990.0,False,84,Consumer Goods,FIN
Value of Exports,2016,Articles of apparel and clothing accessories (84),France,131566.0,False,84,Consumer Goods,FRA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Greece,184.0,False,84,Consumer Goods,GRC
Value of Exports,2016,Articles of apparel and clothing accessories (84),Croatia,63.0,False,84,Consumer Goods,HRV
Value of Exports,2016,Articles of apparel and clothing accessories (84),Hungary,212.0,False,84,Consumer Goods,HUN
Value of Exports,2016,Articles of apparel and clothing accessories (84),India,73.0,False,84,Consumer Goods,IND
Value of Exports,2016,Articles of apparel and clothing accessories (84),Italy,15424.0,False,84,Consumer Goods,ITA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Japan,2530.0,False,84,Consumer Goods,JPN
Value of Exports,2016,Articles of apparel and clothing accessories (84),South Korea,87.0,False,84,Consumer Goods,KOR
Value of Exports,2016,Articles of apparel and clothing accessories (84),Lithuania,189.0,False,84,Consumer Goods,LTU
Value of Exports,2016,Articles of apparel and clothing accessories (84),Luxembourg,49.0,False,84,Consumer Goods,LUX
Value of Exports,2016,Articles of apparel and clothing accessories (84),Latvia,1.0,False,84,Consumer Goods,LVA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Malta,12.0,False,84,Consumer Goods,MLT
Value of Exports,2016,Articles of apparel and clothing accessories (84),Mexico,226.0,False,84,Consumer Goods,MEX
Value of Exports,2016,Articles of apparel and clothing accessories (84),Malaysia,28.0,False,84,Consumer Goods,MYS
Value of Exports,2016,Articles of apparel and clothing accessories (84),Netherlands,3328.0,False,84,Consumer Goods,NLD
Value of Exports,2016,Articles of apparel and clothing accessories (84),Norway,323.0,False,84,Consumer Goods,NOR
Value of Exports,2016,Articles of apparel and clothing accessories (84),Poland,124.0,False,84,Consumer Goods,POL
Value of Exports,2016,Articles of apparel and clothing accessories (84),Portugal,2037.0,False,84,Consumer Goods,PRT
Value of Exports,2016,Articles of apparel and clothing accessories (84),Romania,77.0,False,84,Consumer Goods,ROU
Value of Exports,2016,Articles of apparel and clothing accessories (84),Russia,11.0,False,84,Consumer Goods,RUS
Value of Exports,2016,Articles of apparel and clothing accessories (84),Saudi Arabia,15.0,False,84,Consumer Goods,SAU
Value of Exports,2016,Articles of apparel and clothing accessories (84),Sweden,1020.0,False,84,Consumer Goods,SWE
Value of Exports,2016,Articles of apparel and clothing accessories (84),Singapore,33.0,False,84,Consumer Goods,SGP
Value of Exports,2016,Articles of apparel and clothing accessories (84),Slovenia,1.0,False,84,Consumer Goods,SVN
Value of Exports,2016,Articles of apparel and clothing accessories (84),Slovakia,71.0,False,84,Consumer Goods,SVK
Value of Exports,2016,Articles of apparel and clothing accessories (84),Thailand,0.0,False,84,Consumer Goods,THA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Turkey,282.0,False,84,Consumer Goods,TUR
Value of Exports,2016,Articles of apparel and clothing accessories (84),Taiwan,6.0,False,84,Consumer Goods,TWN
Value of Exports,2016,Articles of apparel and clothing accessories (84),USA,9719.0,False,84,Consumer Goods,USA
Value of Exports,2016,Articles of apparel and clothing accessories (84),Great Britain,92117.0,False,84,Consumer Goods,GBR
Value of Exports,2016,Articles of apparel and clothing accessories (84),Northern Ireland,31341.0,False,84,Consumer Goods,GBR
Value of Exports,2016,Articles of apparel and clothing accessories (84),South Africa,41.0,False,84,Consumer Goods,ZAF
Value of Exports,2016,Articles of apparel and clothing accessories (84),EU country not specified,,True,84,Consumer Goods,EUU
Value of Exports,2016,Articles of apparel and clothing accessories (84),Other countries,1910.0,False,84,Consumer Goods,OTH
Value of Exports,2016,Footwear (85),Austria,,True,85,Consumer Goods,AUT
Value of Exports,2016,Footwear (85),Australia,102.0,False,85,Consumer Goods,AUS
Value of Exports,2016,Footwear (85),Belgium,16.0,False,85,Consumer Goods,BEL
Value of Exports,2016,Footwear (85),Bulgaria,,True,85,Consumer Goods,BGR
Value of Exports,2016,Footwear (85),Brazil,0.0,False,85,Consumer Goods,BRA
Value of Exports,2016,Footwear (85),Canada,98.0,False,85,Consumer Goods,CAN
Value of Exports,2016,Footwear (85),Switzerland,3.0,False,85,Consumer Goods,CHE
Value of Exports,2016,Footwear (85),China,187.0,False,85,Consumer Goods,CHN
Value of Exports,2016,Footwear (85),Cyprus,,True,85,Consumer Goods,CYP
Value of Exports,2016,Footwear (85),Czech Republic,50.0,False,85,Consumer Goods,CZE
Value of Exports,2016,Footwear (85),Germany,442.0,False,85,Consumer Goods,DEU
Value of Exports,2016,Footwear (85),Denmark,2.0,False,85,Consumer Goods,DNK
Value of Exports,2016,Footwear (85),Estonia,,True,85,Consumer Goods,EST
Value of Exports,2016,Footwear (85),Spain,3457.0,False,85,Consumer Goods,ESP
Value of Exports,2016,Footwear (85),Finland,,True,85,Consumer Goods,FIN
Value of Exports,2016,Footwear (85),France,14013.0,False,85,Consumer Goods,FRA
Value of Exports,2016,Footwear (85),Greece,17.0,False,85,Consumer Goods,GRC
Value of Exports,2016,Footwear (85),Croatia,,True,85,Consumer Goods,HRV
Value of Exports,2016,Footwear (85),Hungary,3.0,False,85,Consumer Goods,HUN
Value of Exports,2016,Footwear (85),India,0.0,False,85,Consumer Goods,IND
Value of Exports,2016,Footwear (85),Italy,1603.0,False,85,Consumer Goods,ITA
Value of Exports,2016,Footwear (85),Japan,50.0,False,85,Consumer Goods,JPN
Value of Exports,2016,Footwear (85),South Korea,,True,85,Consumer Goods,KOR
Value of Exports,2016,Footwear (85),Lithuania,,True,85,Consumer Goods,LTU
Value of Exports,2016,Footwear (85),Luxembourg,,True,85,Consumer Goods,LUX
Value of Exports,2016,Footwear (85),Latvia,,True,85,Consumer Goods,LVA
Value of Exports,2016,Footwear (85),Malta,1.0,False,85,Consumer Goods,MLT
Value of Exports,2016,Footwear (85),Mexico,,True,85,Consumer Goods,MEX
Value of Exports,2016,Footwear (85),Malaysia,8.0,False,85,Consumer Goods,MYS
Value of Exports,2016,Footwear (85),Netherlands,1947.0,False,85,Consumer Goods,NLD
Value of Exports,2016,Footwear (85),Norway,3.0,False,85,Consumer Goods,NOR
Value of Exports,2016,Footwear (85),Poland,,True,85,Consumer Goods,POL
Value of Exports,2016,Footwear (85),Portugal,157.0,False,85,Consumer Goods,PRT
Value of Exports,2016,Footwear (85),Romania,,True,85,Consumer Goods,ROU
Value of Exports,2016,Footwear (85),Russia,0.0,False,85,Consumer Goods,RUS
Value of Exports,2016,Footwear (85),Saudi Arabia,0.0,False,85,Consumer Goods,SAU
Value of Exports,2016,Footwear (85),Sweden,24.0,False,85,Consumer Goods,SWE
Value of Exports,2016,Footwear (85),Singapore,3.0,False,85,Consumer Goods,SGP
Value of Exports,2016,Footwear (85),Slovenia,,True,85,Consumer Goods,SVN
Value of Exports,2016,Footwear (85),Slovakia,,True,85,Consumer Goods,SVK
Value of Exports,2016,Footwear (85),Thailand,,True,85,Consumer Goods,THA
Value of Exports,2016,Footwear (85),Turkey,0.0,False,85,Consumer Goods,TUR
Value of Exports,2016,Footwear (85),Taiwan,,True,85,Consumer Goods,TWN
Value of Exports,2016,Footwear (85),USA,1211.0,False,85,Consumer Goods,USA
Value of Exports,2016,Footwear (85),Great Britain,23791.0,False,85,Consumer Goods,GBR
Value of Exports,2016,Footwear (85),Northern Ireland,2691.0,False,85,Consumer Goods,GBR
Value of Exports,2016,Footwear (85),South Africa,3.0,False,85,Consumer Goods,ZAF
Value of Exports,2016,Footwear (85),EU country not specified,,True,85,Consumer Goods,EUU
Value of Exports,2016,Footwear (85),Other countries,219.0,False,85,Consumer Goods,OTH
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Austria,15341.0,False,87,Consumer Goods,AUT
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Australia,96124.0,False,87,Consumer Goods,AUS
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Belgium,217969.0,False,87,Consumer Goods,BEL
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Bulgaria,312.0,False,87,Consumer Goods,BGR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Brazil,7675.0,False,87,Consumer Goods,BRA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Canada,60577.0,False,87,Consumer Goods,CAN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Switzerland,23902.0,False,87,Consumer Goods,CHE
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",China,188075.0,False,87,Consumer Goods,CHN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Cyprus,52.0,False,87,Consumer Goods,CYP
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Czech Republic,4100.0,False,87,Consumer Goods,CZE
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Germany,338154.0,False,87,Consumer Goods,DEU
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Denmark,22034.0,False,87,Consumer Goods,DNK
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Estonia,408.0,False,87,Consumer Goods,EST
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Spain,24558.0,False,87,Consumer Goods,ESP
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Finland,3011.0,False,87,Consumer Goods,FIN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",France,108397.0,False,87,Consumer Goods,FRA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Greece,9882.0,False,87,Consumer Goods,GRC
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Croatia,243.0,False,87,Consumer Goods,HRV
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Hungary,2682.0,False,87,Consumer Goods,HUN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",India,21744.0,False,87,Consumer Goods,IND
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Italy,64469.0,False,87,Consumer Goods,ITA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Japan,82560.0,False,87,Consumer Goods,JPN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",South Korea,18709.0,False,87,Consumer Goods,KOR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Lithuania,187.0,False,87,Consumer Goods,LTU
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Luxembourg,62.0,False,87,Consumer Goods,LUX
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Latvia,200.0,False,87,Consumer Goods,LVA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Malta,2025.0,False,87,Consumer Goods,MLT
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Mexico,16175.0,False,87,Consumer Goods,MEX
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Malaysia,5413.0,False,87,Consumer Goods,MYS
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Netherlands,1612554.0,False,87,Consumer Goods,NLD
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Norway,2901.0,False,87,Consumer Goods,NOR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Poland,9492.0,False,87,Consumer Goods,POL
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Portugal,2164.0,False,87,Consumer Goods,PRT
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Romania,2413.0,False,87,Consumer Goods,ROU
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Russia,8319.0,False,87,Consumer Goods,RUS
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Saudi Arabia,14904.0,False,87,Consumer Goods,SAU
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Sweden,15513.0,False,87,Consumer Goods,SWE
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Singapore,181656.0,False,87,Consumer Goods,SGP
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Slovenia,609.0,False,87,Consumer Goods,SVN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Slovakia,1333.0,False,87,Consumer Goods,SVK
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Thailand,3731.0,False,87,Consumer Goods,THA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Turkey,12294.0,False,87,Consumer Goods,TUR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Taiwan,6031.0,False,87,Consumer Goods,TWN
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",USA,2509235.0,False,87,Consumer Goods,USA
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Great Britain,122163.0,False,87,Consumer Goods,GBR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Northern Ireland,18489.0,False,87,Consumer Goods,GBR
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",South Africa,5108.0,False,87,Consumer Goods,ZAF
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",EU country not specified,40.0,False,87,Consumer Goods,EUU
Value of Exports,2016,"Professional, scientific and controlling apparatus (87)",Other countries,105620.0,False,87,Consumer Goods,OTH
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Austria,410.0,False,88,Consumer Goods,AUT
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Australia,11215.0,False,88,Consumer Goods,AUS
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Belgium,484.0,False,88,Consumer Goods,BEL
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Bulgaria,22.0,False,88,Consumer Goods,BGR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Brazil,4747.0,False,88,Consumer Goods,BRA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Canada,2865.0,False,88,Consumer Goods,CAN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Switzerland,2178.0,False,88,Consumer Goods,CHE
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",China,116916.0,False,88,Consumer Goods,CHN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Cyprus,46.0,False,88,Consumer Goods,CYP
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Czech Republic,224.0,False,88,Consumer Goods,CZE
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Germany,16716.0,False,88,Consumer Goods,DEU
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Denmark,190.0,False,88,Consumer Goods,DNK
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Estonia,7.0,False,88,Consumer Goods,EST
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Spain,5064.0,False,88,Consumer Goods,ESP
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Finland,29.0,False,88,Consumer Goods,FIN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",France,23726.0,False,88,Consumer Goods,FRA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Greece,417.0,False,88,Consumer Goods,GRC
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Croatia,227.0,False,88,Consumer Goods,HRV
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Hungary,150.0,False,88,Consumer Goods,HUN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",India,2686.0,False,88,Consumer Goods,IND
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Italy,6146.0,False,88,Consumer Goods,ITA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Japan,469988.0,False,88,Consumer Goods,JPN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",South Korea,68682.0,False,88,Consumer Goods,KOR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Lithuania,19.0,False,88,Consumer Goods,LTU
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Luxembourg,17.0,False,88,Consumer Goods,LUX
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Latvia,8.0,False,88,Consumer Goods,LVA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Malta,16.0,False,88,Consumer Goods,MLT
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Mexico,150.0,False,88,Consumer Goods,MEX
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Malaysia,7733.0,False,88,Consumer Goods,MYS
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Netherlands,34252.0,False,88,Consumer Goods,NLD
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Norway,600.0,False,88,Consumer Goods,NOR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Poland,26359.0,False,88,Consumer Goods,POL
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Portugal,11101.0,False,88,Consumer Goods,PRT
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Romania,136.0,False,88,Consumer Goods,ROU
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Russia,44968.0,False,88,Consumer Goods,RUS
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Saudi Arabia,483.0,False,88,Consumer Goods,SAU
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Sweden,202.0,False,88,Consumer Goods,SWE
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Singapore,25555.0,False,88,Consumer Goods,SGP
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Slovenia,21.0,False,88,Consumer Goods,SVN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Slovakia,180.0,False,88,Consumer Goods,SVK
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Thailand,17067.0,False,88,Consumer Goods,THA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Turkey,596.0,False,88,Consumer Goods,TUR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Taiwan,26752.0,False,88,Consumer Goods,TWN
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",USA,150785.0,False,88,Consumer Goods,USA
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Great Britain,145159.0,False,88,Consumer Goods,GBR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Northern Ireland,267.0,False,88,Consumer Goods,GBR
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",South Africa,173.0,False,88,Consumer Goods,ZAF
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",EU country not specified,,True,88,Consumer Goods,EUU
Value of Exports,2016,"Photographic apparatus, optical goods, watches and clocks (88)",Other countries,14540.0,False,88,Consumer Goods,OTH
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Austria,15641.0,False,89,Consumer Goods,AUT
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Australia,63614.0,False,89,Consumer Goods,AUS
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Belgium,201027.0,False,89,Consumer Goods,BEL
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Bulgaria,2409.0,False,89,Consumer Goods,BGR
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Brazil,14090.0,False,89,Consumer Goods,BRA
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Canada,14826.0,False,89,Consumer Goods,CAN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Switzerland,53331.0,False,89,Consumer Goods,CHE
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",China,111222.0,False,89,Consumer Goods,CHN
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Cyprus,7829.0,False,89,Consumer Goods,CYP
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Czech Republic,17346.0,False,89,Consumer Goods,CZE
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Germany,581967.0,False,89,Consumer Goods,DEU
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Denmark,14032.0,False,89,Consumer Goods,DNK
Value of Exports,2016,"Miscellaneous manufactured articles, n.e.s. (89)",Estonia,222.0,False,89,Consumer Goods,EST
