Statistic Label,Year,Commodity Group,Country,VALUE,Missing,Commodity Code,Commodity Category,ISO3
Value of Imports,2015,Vegetables and fruit (05),Poland,11666.0,False,5,Food and Beverages,POL
Value of Imports,2015,Vegetables and fruit (05),Portugal,9402.0,False,5,Food and Beverages,PRT
Value of Imports,2015,Vegetables and fruit (05),Romania,102.0,False,5,Food and Beverages,ROU
Value of Imports,2015,Vegetables and fruit (05),Russia,6.0,False,5,Food and Beverages,RUS
Value of Imports,2015,Vegetables and fruit (05),Saudi Arabia,59.0,False,5,Food and Beverages,SAU
Value of Imports,2015,Vegetables and fruit (05),Sweden,176.0,False,5,Food and Beverages,SWE
Value of Imports,2015,Vegetables and fruit (05),Singapore,,True,5,Food and Beverages,SGP
Value of Imports,2015,Vegetables and fruit (05),Slovenia,27.0,False,5,Food and Beverages,SVN
Value of Imports,2015,Vegetables and fruit (05),Slovakia,63.0,False,5,Food and Beverages,SVK
Value of Imports,2015,Vegetables and fruit (05),Thailand,1512.0,False,5,Food and Beverages,THA
Value of Imports,2015,Vegetables and fruit (05),Turkey,13671.0,False,5,Food and Beverages,TUR
Value of Imports,2015,Vegetables and fruit (05),Taiwan,50.0,False,5,Food and Beverages,TWN
Value of Imports,2015,Vegetables and fruit (05),USA,20508.0,False,5,Food and Beverages,USA
Value of Imports,2015,Vegetables and fruit (05),Great Britain,330533.0,False,5,Food and Beverages,GBR
Value of Imports,2015,Vegetables and fruit (05),Northern Ireland,43966.0,False,5,Food and Beverages,GBR
Value of Imports,2015,Vegetables and fruit (05),South Africa,21283.0,False,5,Food and Beverages,ZAF
Value of Imports,2015,Vegetables and fruit (05),EU country not specified,6341.0,False,5,Food and Beverages,EUU
Value of Imports,2015,Vegetables and fruit (05),Other countries,131908.0,False,5,Food and Beverages,OTH
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Austria,422.0,False,6,Food and Beverages,AUT
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Australia,5892.0,False,6,Food and Beverages,AUS
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Belgium,6483.0,False,6,Food and Beverages,BEL
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Bulgaria,204.0,False,6,Food and Beverages,BGR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Brazil,590.0,False,6,Food and Beverages,BRA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Canada,1718.0,False,6,Food and Beverages,CAN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Switzerland,169.0,False,6,Food and Beverages,CHE
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",China,4936.0,False,6,Food and Beverages,CHN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Cyprus,,True,6,Food and Beverages,CYP
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Czech Republic,2778.0,False,6,Food and Beverages,CZE
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Germany,21129.0,False,6,Food and Beverages,DEU
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Denmark,5404.0,False,6,Food and Beverages,DNK
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Estonia,10.0,False,6,Food and Beverages,EST
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Spain,5964.0,False,6,Food and Beverages,ESP
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Finland,6768.0,False,6,Food and Beverages,FIN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",France,37638.0,False,6,Food and Beverages,FRA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Greece,74.0,False,6,Food and Beverages,GRC
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Croatia,,True,6,Food and Beverages,HRV
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Hungary,28.0,False,6,Food and Beverages,HUN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",India,1551.0,False,6,Food and Beverages,IND
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Italy,6681.0,False,6,Food and Beverages,ITA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Japan,274.0,False,6,Food and Beverages,JPN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",South Korea,1.0,False,6,Food and Beverages,KOR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Lithuania,126.0,False,6,Food and Beverages,LTU
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Luxembourg,2606.0,False,6,Food and Beverages,LUX
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Latvia,59.0,False,6,Food and Beverages,LVA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Malta,,True,6,Food and Beverages,MLT
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Mexico,46.0,False,6,Food and Beverages,MEX
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Malaysia,4.0,False,6,Food and Beverages,MYS
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Netherlands,65178.0,False,6,Food and Beverages,NLD
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Norway,,True,6,Food and Beverages,NOR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Poland,2051.0,False,6,Food and Beverages,POL
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Portugal,1.0,False,6,Food and Beverages,PRT
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Romania,13.0,False,6,Food and Beverages,ROU
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Russia,3.0,False,6,Food and Beverages,RUS
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Saudi Arabia,0.0,False,6,Food and Beverages,SAU
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Sweden,3436.0,False,6,Food and Beverages,SWE
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Singapore,0.0,False,6,Food and Beverages,SGP
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Slovenia,16.0,False,6,Food and Beverages,SVN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Slovakia,319.0,False,6,Food and Beverages,SVK
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Thailand,444.0,False,6,Food and Beverages,THA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Turkey,1330.0,False,6,Food and Beverages,TUR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Taiwan,6.0,False,6,Food and Beverages,TWN
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",USA,5248.0,False,6,Food and Beverages,USA
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Great Britain,155529.0,False,6,Food and Beverages,GBR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Northern Ireland,6456.0,False,6,Food and Beverages,GBR
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",South Africa,34.0,False,6,Food and Beverages,ZAF
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",EU country not specified,1895.0,False,6,Food and Beverages,EUU
Value of Imports,2015,"Sugar, sugar preparations and honey (06)",Other countries,20576.0,False,6,Food and Beverages,OTH
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Austria,427.0,False,7,Food and Beverages,AUT
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Australia,68.0,False,7,Food and Beverages,AUS
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Belgium,16510.0,False,7,Food and Beverages,BEL
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Bulgaria,261.0,False,7,Food and Beverages,BGR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Brazil,5342.0,False,7,Food and Beverages,BRA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Canada,1345.0,False,7,Food and Beverages,CAN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Switzerland,11519.0,False,7,Food and Beverages,CHE
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",China,3322.0,False,7,Food and Beverages,CHN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Cyprus,128.0,False,7,Food and Beverages,CYP
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Czech Republic,574.0,False,7,Food and Beverages,CZE
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Germany,53579.0,False,7,Food and Beverages,DEU
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Denmark,252.0,False,7,Food and Beverages,DNK
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Estonia,105.0,False,7,Food and Beverages,EST
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Spain,1942.0,False,7,Food and Beverages,ESP
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Finland,36.0,False,7,Food and Beverages,FIN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",France,20161.0,False,7,Food and Beverages,FRA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Greece,384.0,False,7,Food and Beverages,GRC
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Croatia,,True,7,Food and Beverages,HRV
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Hungary,490.0,False,7,Food and Beverages,HUN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",India,11129.0,False,7,Food and Beverages,IND
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Italy,13447.0,False,7,Food and Beverages,ITA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Japan,23.0,False,7,Food and Beverages,JPN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",South Korea,7.0,False,7,Food and Beverages,KOR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Lithuania,575.0,False,7,Food and Beverages,LTU
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Luxembourg,101.0,False,7,Food and Beverages,LUX
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Latvia,297.0,False,7,Food and Beverages,LVA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Malta,,True,7,Food and Beverages,MLT
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Mexico,484.0,False,7,Food and Beverages,MEX
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Malaysia,292.0,False,7,Food and Beverages,MYS
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Netherlands,17629.0,False,7,Food and Beverages,NLD
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Norway,68.0,False,7,Food and Beverages,NOR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Poland,20344.0,False,7,Food and Beverages,POL
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Portugal,354.0,False,7,Food and Beverages,PRT
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Romania,122.0,False,7,Food and Beverages,ROU
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Russia,0.0,False,7,Food and Beverages,RUS
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Saudi Arabia,3.0,False,7,Food and Beverages,SAU
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Sweden,801.0,False,7,Food and Beverages,SWE
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Singapore,1.0,False,7,Food and Beverages,SGP
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Slovenia,,True,7,Food and Beverages,SVN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Slovakia,1121.0,False,7,Food and Beverages,SVK
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Thailand,70.0,False,7,Food and Beverages,THA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Turkey,225.0,False,7,Food and Beverages,TUR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Taiwan,7.0,False,7,Food and Beverages,TWN
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",USA,3459.0,False,7,Food and Beverages,USA
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Great Britain,285584.0,False,7,Food and Beverages,GBR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Northern Ireland,2762.0,False,7,Food and Beverages,GBR
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",South Africa,192.0,False,7,Food and Beverages,ZAF
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",EU country not specified,12015.0,False,7,Food and Beverages,EUU
Value of Imports,2015,"Coffee, tea, cocoa, spices and manufactures thereof (07)",Other countries,57462.0,False,7,Food and Beverages,OTH
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Austria,1438.0,False,8,Food and Beverages,AUT
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Australia,418.0,False,8,Food and Beverages,AUS
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Belgium,20031.0,False,8,Food and Beverages,BEL
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Bulgaria,253.0,False,8,Food and Beverages,BGR
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Brazil,8.0,False,8,Food and Beverages,BRA
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Canada,35438.0,False,8,Food and Beverages,CAN
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Switzerland,315.0,False,8,Food and Beverages,CHE
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",China,3950.0,False,8,Food and Beverages,CHN
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Cyprus,,True,8,Food and Beverages,CYP
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Czech Republic,355.0,False,8,Food and Beverages,CZE
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Germany,17991.0,False,8,Food and Beverages,DEU
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Denmark,3408.0,False,8,Food and Beverages,DNK
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Estonia,14.0,False,8,Food and Beverages,EST
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Spain,1628.0,False,8,Food and Beverages,ESP
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Finland,12.0,False,8,Food and Beverages,FIN
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",France,47366.0,False,8,Food and Beverages,FRA
Value of Imports,2015,"Feeding stuffs for animals, excluding unmilled cereals (08)",Greece,732.0,False,8,Food and Beverages,GRC
